Taxon	Row	original_taxon	Vernacular	Family	Order	SQS	Conservation status	Current conservation status	Designation summary	Larval feeding guild	Adult feeding guild	Broad biotope	Habitat	Resources	Specific assemblage type	Habitat score	Associations	Genus	subgenus	species	subspecies	TAXON_VERSION_KEY	RECOMMENDED_TAXON_VERSION_KEY	NAME_STATUS	MATCHED_ON
Eupithecia satyrata	4369	Eupithecia satyrata	Satyr Pug	Geometridae	Lepidoptera	1	VU	VU	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Asteraceae	Eupithecia		satyrata		NBNSYS0000005916	NBNSYS0000005916	R	Taxon
Eupithecia simpliciata	4370	Eupithecia simpliciata	Plain Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry			Amaranthaceae	Eupithecia		simpliciata		NBNSYS0000005930	NBNSYS0000005930	R	Taxon
Eupithecia sinuosaria	4371	Eupithecia sinuosaria	Goosefoot Pug	Geometridae	Lepidoptera	1				herbivore	nectivore							Eupithecia		sinuosaria		NBNSYS0000005231	NBNSYS0000005231	R	Taxon
Eupithecia subfuscata	4372	Eupithecia subfuscata	Grey Pug	Geometridae	Lepidoptera	1	NT	NT	IUCN Threat listing (1)	herbivore	nectivore						Asteraceae	Eupithecia		subfuscata		NBNSYS0000005925	NBNSYS0000005925	R	Taxon
Eupithecia subumbrata	4373	Eupithecia subumbrata	Shaded Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer		calcareous grassland: Low	Crepis, Knautia arvensis	Eupithecia		subumbrata		NHMSYS0021144131	NHMSYS0021144131	R	Taxon
Eupithecia succenturiata	4374	Eupithecia succenturiata	Bordered Pug	Geometridae	Lepidoptera	1	NT	NT	IUCN Threat listing (1)	herbivore	nectivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry			Artemisia	Eupithecia		succenturiata		NBNSYS0000005927	NBNSYS0000005927	R	Taxon
Eupithecia tantillaria	4375	Eupithecia tantillaria	Dwarf Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy >> mature tree canopy, conifer or broadleaved >> conifer only			Picea, Pinus	Eupithecia		tantillaria		NBNSYS0000005945	NBNSYS0000005945	R	Taxon
Eupithecia tenuiata	4376	Eupithecia tenuiata	Slender Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy >> scrub at wood edge/glade, conifer or broadleaved >> broadleaved only, inflorescence >> flowers, buds & shoots			Salix	Eupithecia		tenuiata		NHMSYS0021144074	NHMSYS0021144074	R	Taxon
Eupithecia tripunctaria	12398	Eupithecia tripunctaria	White-spotted Pug	Geometridae	Lepidoptera	1	NT	NT	IUCN Threat listing (1)									Eupithecia		tripunctaria		NBNSYS0000005923	NHMSYS0000502622	R	Taxon
Eupithecia trisignaria	4377	Eupithecia trisignaria	Triple-spotted Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Angelica sylvestris	Eupithecia		trisignaria		NBNSYS0000005910	NHMSYS0000502623	R	Taxon
Eupithecia ultimaria	4378	Eupithecia ultimaria	Channel Islands Pug	Geometridae	Lepidoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Tamarix, Tamarix gallica	Eupithecia		ultimaria		NBNSYS0000033137	NBNSYS0000033137	R	Taxon
Eupithecia valerianata	4379	Eupithecia valerianata	Valerian Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> damp			Valeriana officinalis	Eupithecia		valerianata		NHMSYS0021144121	NHMSYS0021144121	R	Taxon
Eupithecia venosata	4380	Eupithecia venosata	Netted Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> exposed chalk, habitats >> sward/field layer, soil humidity >> dry, soil type >> calcareous substrates			Silene vulgaris	Eupithecia		venosata		NBNSYS0000005906	NBNSYS0000005906	R	Taxon
Eupithecia virgaureata	4381	Eupithecia virgaureata	Golden-rod Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Senecio, Solidago	Eupithecia		virgaureata		NBNSYS0000005939	NBNSYS0000005939	R	Taxon
Eupithecia vulgata	4382	Eupithecia vulgata	Common Pug	Geometridae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy >> scrub at wood edge/glade, conifer or broadleaved >> broadleaved only			Asteraceae	Eupithecia		vulgata		NBNSYS0000005922	NBNSYS0000005922	R	Taxon
Euplagia quadripunctaria	4029	Euplagia quadripunctaria	Jersey Tiger	Erebidae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Asteraceae, Urtica	Euplagia		quadripunctaria		NBNSYS0000006153	NBNSYS0000006153	R	Taxon
Euplectus bescidicus	7607	Euplectus bescidicus		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only			Plantae	Euplectus		bescidicus		NBNSYS0000024110	NBNSYS0000024110	R	Taxon
Euplectus bonvouloiri	7608	Euplectus bonvouloiri		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)	predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, roots & underground wood >> sub decay	A211		Fagales	Euplectus		bonvouloiri		NBNSYS0000100000	NHMSYS0001718148	R	Taxon
Euplectus brunneus	10759	Euplectus brunneus		Staphylinidae	Coleoptera	16	RDB 1	[Threat]	[IUCN Threat listing] (1)							IEC (older version): 3		Euplectus		brunneus		NBNSYS0000024112	NBNSYS0000024112	R	Taxon
Euplectus decipiens	10760	Euplectus decipiens		Staphylinidae	Coleoptera	4	RDB I	[Threat]	[IUCN Threat listing] (1)									Euplectus		decipiens		NBNSYS0000024113	NBNSYS0000024113	R	Taxon
Euplectus duponti	10761	Euplectus duponti		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Euplectus		duponti		NBNSYS0000024114	NHMSYS0001718152	R	Taxon
Euplectus infirmus	7609	Euplectus infirmus		Staphylinidae	Coleoptera	1				predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, heartrot >> decaying wood, heartrot >> hollow tree cavities, woodmould >> dry wood mould			Fagales	Euplectus		infirmus		NBNSYS0000024116	NBNSYS0000024116	R	Taxon
Euplectus karstenii	7610	Euplectus karstenii		Staphylinidae	Coleoptera	1				predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, heartrot >> decaying wood, heartrot >> hollow tree cavities, woodmould >> dry wood mould			Fagales	Euplectus		karstenii		NBNSYS0000147144	NBNSYS0000147144	R	Taxon
Euplectus kirbii	7611	Euplectus kirbii		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)	predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, heartrot >> decaying wood, heartrot >> hollow tree cavities, woodmould >> dry wood mould			Fagales	Euplectus		kirbii		NHMSYS0001718153	NHMSYS0001718153	R	Taxon
Euplectus mutator	7612	Euplectus mutator		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)	predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, heartrot >> hollow tree cavities, wet hollows >> rot holes, woodmould >> dry wood mould			Fagales	Euplectus		mutator		NHMSYS0001718155	NHMSYS0001718155	R	Taxon
Euplectus nanus	7613	Euplectus nanus		Staphylinidae	Coleoptera	4	RDB I	[Threat]	[IUCN Threat listing] (1)	predator	predator	tree-associated	decaying wood	bark & cambium >> beneath loose bark, conifer or broadleaved >> broadleaved only, heartrot >> decaying wood, heartrot >> hollow tree cavities, woodmould >> dry wood mould		IEC: 3, IEC (older version): 3	Fagales	Euplectus		nanus		NBNSYS0000024119	NBNSYS0000024119	R	Taxon
Euplectus piceus	7614	Euplectus piceus		Staphylinidae	Coleoptera	1				predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, dead trunks & branches >> trunks & branches, heartrot >> decaying wood, heartrot >> hollow tree cavities, sapwood & bark decay >> bark & cambium, woodmould >> dry wood mould			Plantae	Euplectus		piceus		NBNSYS0000024120	NBNSYS0000024120	R	Taxon
Euplectus punctatus	7615	Euplectus punctatus		Staphylinidae	Coleoptera	8	RDB 3	[Rare]	[GB Rarity listing] (1)	predator	predator	tree-associated	decaying wood	conifer or broadleaved, heartrot >> decaying wood, heartrot >> hollow tree cavities		IEC: 3, IEC (older version): 3	Betula, Pinus	Euplectus		punctatus		NBNSYS0000024121	NBNSYS0000024121	R	Taxon
Euplectus sanguineus	10762	Euplectus sanguineus		Staphylinidae	Coleoptera	1												Euplectus		sanguineus		NBNSYS0000024124	NBNSYS0000024124	R	Taxon
Euplectus signatus	10763	Euplectus signatus		Staphylinidae	Coleoptera	1												Euplectus		signatus		NBNSYS0000024125	NBNSYS0000024125	R	Taxon
Euplectus tholini	7616	Euplectus tholini		Staphylinidae	Coleoptera	8	RDB 3	[Rare]	[GB Rarity listing] (1)	predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, heartrot >> decaying wood, heartrot >> hollow tree cavities, sapwood & bark decay >> bark & cambium			Quercus	Euplectus		tholini		NHMSYS0001718160	NHMSYS0001718160	R	Taxon
Eupleurus subterraneus	105	Eupleurus subterraneus		Scarabaeidae	Coleoptera	32	CR(PE); NR	CR(PE); Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	coprophagous	does not feed	open habitats	tall sward & scrub	dung & carrion >> dung		calcareous grassland: Low		Eupleurus		subterraneus		NHMSYS0021442485	NHMSYS0021442485	R	Taxon
Euplexia lucipara	4878	Euplexia lucipara	Small Angle Shades	Noctuidae	Lepidoptera	1				herbivore	nectivore							Euplexia		lucipara		NBNSYS0000006401	NBNSYS0000006401	R	Taxon
Eupoecilia ambiguella	5553	Eupoecilia ambiguella	Vine Moth	Tortricidae	Lepidoptera	4				herbivore	nectivore	tree-associated	arboreal	canopy >> understorey, conifer or broadleaved >> broadleaved only, inflorescence >> flowers, buds & shoots			Frangula alnus, Lonicera	Eupoecilia		ambiguella		NHMSYS0000502635	NHMSYS0000502635	R	Taxon
Eupoecilia angustana	5554	Eupoecilia angustana	Marbled Conch	Tortricidae	Lepidoptera	1				herbivore	nectivore	open habitats	short sward & bare ground	habitats >> sward/field layer			Asteraceae	Eupoecilia		angustana		NBNSYS0000026466	NHMSYS0000520073	R	Taxon
Euproctis chrysorrhoea	4030	Euproctis chrysorrhoea	Brown-tail	Erebidae	Lepidoptera	1				herbivore	nectivore	tree-associated	arboreal	canopy >> scrub at wood edge/glade, conifer or broadleaved >> broadleaved only			Crataegus, Prunus, Rosa, Rubus	Euproctis		chrysorrhoea		NBNSYS0000006115	NBNSYS0000006115	R	Taxon
Euproctis similis	4031	Euproctis similis	Yellow-tail	Erebidae	Lepidoptera	1				herbivore	nectivore	tree-associated	arboreal	canopy >> scrub at wood edge/glade, conifer or broadleaved >> broadleaved only			Asteraceae, Crataegus, Fagales, Prunus, Rosa, Rubus	Euproctis		similis		NBNSYS0000006116	NBNSYS0000006116	R	Taxon
Eupsilia transversa	4879	Eupsilia transversa	Satellite	Noctuidae	Lepidoptera	1				carnivore;herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only, flowers (adult)			Asteraceae, Fagales, Lepidoptera	Eupsilia		transversa		NBNSYS0000006351	NBNSYS0000006351	R	Taxon
Eupterycyba jucunda	1892	Eupterycyba jucunda		Cicadellidae	Hemiptera	1				herbivore	herbivore	tree-associated	arboreal	canopy, carr/wet woodland, conifer or broadleaved >> broadleaved only			Alnus	Eupterycyba		jucunda		NHMSYS0020705560	NHMSYS0020705560	R	Taxon
Eupteryx artemisiae	11966	Eupteryx artemisiae		Cicadellidae	Hemiptera	1				herbivore		coastal	saltmarsh	saline silt	M311	Wadensee Saltmarsh fidelity index: hal-1		Eupteryx		artemisiae		NHMSYS0020705562	NHMSYS0020705562	R	Taxon
Eupteryx atropunctata	1893	Eupteryx atropunctata		Cicadellidae	Hemiptera	1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> dry		calcareous grassland: Low	Malvaceae, Salvia	Eupteryx		atropunctata		NHMSYS0020705563	NHMSYS0020705563	R	Taxon
Eupteryx aurata	11967	Eupteryx aurata		Cicadellidae	Hemiptera	1												Eupteryx		aurata		NHMSYS0020705564	NHMSYS0020705564	R	Taxon
Eupteryx cyclops	1894	Eupteryx cyclops		Cicadellidae	Hemiptera	1				herbivore	herbivore	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, woodland habitat >> undergrowth			Plantae, Urtica	Eupteryx		cyclops		NHMSYS0020705565	NHMSYS0020705565	R	Taxon
Eupteryx filicum	1895	Eupteryx filicum		Cicadellidae	Hemiptera	1				herbivore	herbivore	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> wet, woodland habitat			Plantae	Eupteryx		filicum		NHMSYS0020705566	NHMSYS0020705566	R	Taxon
Eupteryx florida	11968	Eupteryx florida		Cicadellidae	Hemiptera	1												Eupteryx		florida		NHMSYS0020705567	NHMSYS0020705567	R	Taxon
Eupteryx heydenii	11969	Eupteryx heydenii		Cicadellidae	Hemiptera	1												Eupteryx		heydenii		NHMSYS0020705568	NHMSYS0020705568	R	Taxon
Eupteryx melissae	11970	Eupteryx melissae		Cicadellidae	Hemiptera	1												Eupteryx		melissae		NHMSYS0020705569	NHMSYS0020705569	R	Taxon
Eupteryx notata	1896	Eupteryx notata		Cicadellidae	Hemiptera	1				herbivore	herbivore	open habitats	short sward & bare ground	base status >> base rich, habitats >> sward/field layer, soil humidity >> dry	F112	calcareous grassland: High	Poaceae	Eupteryx		notata		NHMSYS0020705570	NHMSYS0020705570	R	Taxon
Eupteryx origani	1897	Eupteryx origani		Cicadellidae	Hemiptera	1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer		calcareous grassland: High		Eupteryx		origani		NHMSYS0020705571	NHMSYS0020705571	R	Taxon
Eupteryx signatipennis	1898	Eupteryx signatipennis		Cicadellidae	Hemiptera	1				herbivore	herbivore	wetland	acid & sedge peats	base status >> acid, sphagnum/moss lawn			Filipendula ulmaria	Eupteryx		signatipennis		NHMSYS0020705572	NHMSYS0020705572	R	Taxon
Eupteryx stachydearum	1899	Eupteryx stachydearum		Cicadellidae	Hemiptera	1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> dry			Lamiaceae	Eupteryx		stachydearum		NHMSYS0020705573	NHMSYS0020705573	R	Taxon
Eupteryx tenella	1900	Eupteryx tenella		Cicadellidae	Hemiptera	1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> dry			Achillea millefolium	Eupteryx		tenella		NHMSYS0020705574	NHMSYS0020705574	R	Taxon
Eupteryx thoulessi	1901	Eupteryx thoulessi		Cicadellidae	Hemiptera	1				herbivore	herbivore	wetland					Mentha aquatica	Eupteryx		thoulessi		NHMSYS0020705575	NHMSYS0020705575	R	Taxon
Eupteryx urticae	1902	Eupteryx urticae		Cicadellidae	Hemiptera	1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> dry			Urtica dioica	Eupteryx		urticae		NHMSYS0020705576	NHMSYS0020705576	R	Taxon
Eupteryx vittata	1903	Eupteryx vittata		Cicadellidae	Hemiptera	1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> damp			Glechoma, Mentha, Ranunculus	Eupteryx		vittata		NHMSYS0020705577	NHMSYS0020705577	R	Taxon
Eurhadina concinna	1904	Eurhadina concinna		Cicadellidae	Hemiptera	1				herbivore	herbivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Asteraceae, Quercus	Eurhadina		concinna		NHMSYS0020705579	NHMSYS0020705579	R	Taxon
Eurhadina kirschbaumi	1905	Eurhadina kirschbaumi		Cicadellidae	Hemiptera	4	[Na]	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Quercus	Eurhadina		kirschbaumi		NBNSYS0000010633	NHMSYS0020442333	R	Taxon
Eurhadina loewii	1906	Eurhadina loewii		Cicadellidae	Hemiptera	1				herbivore	herbivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Acer campestre, Acer pseudoplatanus	Eurhadina		loewii		NHMSYS0020705580	NHMSYS0020705580	R	Taxon
Eurhadina pulchella	1907	Eurhadina pulchella		Cicadellidae	Hemiptera	1				herbivore	herbivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Quercus	Eurhadina		pulchella		NHMSYS0020705581	NHMSYS0020705581	R	Taxon
Eurhadina ribauti	1908	Eurhadina ribauti		Cicadellidae	Hemiptera	4	Nb	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Alnus	Eurhadina		ribauti		NBNSYS0000010636	NHMSYS0020442334	R	Taxon
Eurhodope cirrigerella	12572	Eurhodope cirrigerella	Hairy Knot-horn	Pyralidae	Lepidoptera	32	Extinct	RE	IUCN Threat listing (1)									Eurhodope		cirrigerella		NBNSYS0000026994	NBNSYS0000026994	R	Taxon
Eurina lurida	11084	Eurina lurida		Chloropidae	Diptera	4	pNS; pNT	pNS; pNT	GB Rarity listing (1); IUCN Threat listing (1)	herbivore		coastal	brackish pools & ditches; saltmarsh	aquatic: well vegetated		Wadensee Saltmarsh fidelity index: hal-1	Bolboschoenus maritimus	Eurina		lurida		NBNSYS0000029962	NBNSYS0000029962	R	Taxon
Eurodotina inquinula	10764	Eurodotina inquinula		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Eurodotina		inquinula		NHMSYS0021366854	NHMSYS0021366854	R	Taxon
Eurois occulta	4880	Eurois occulta	Great Brocade	Noctuidae	Lepidoptera	4				herbivore	nectivore							Eurois		occulta		NBNSYS0000006228	NBNSYS0000006228	R	Taxon
Euroleon nostras	8919	Euroleon nostras		Myrmeleontidae	Neuroptera	8	New to Britain			predator	predator	open habitats	tall sward & scrub	habitats >> exposed sand, habitats >> soil & roots, soil humidity >> dry, soil type >> sand			Arthropoda	Euroleon		nostras		NBNSYS0100003164	NBNSYS0100003164	R	Taxon
Europiella artemisiae	2272	Europiella artemisiae		Miridae	Hemiptera	1				herbivore	herbivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry			Artemisia	Europiella		artemisiae		NHMSYS0020309220	NHMSYS0020309220	R	Taxon
Europiella decolor	2273	Europiella decolor		Miridae	Hemiptera					herbivore	herbivore	coastal	saltmarsh		M311		Poaceae	Europiella		decolor		NHMSYS0020309221	NHMSYS0020309221	R	Taxon
Eurybregma nigrolineata	2099	Eurybregma nigrolineata		Delphacidae	Hemiptera	1					herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> damp				Eurybregma		nigrolineata		NHMSYS0020705583	NHMSYS0020705583	R	Taxon
Eurychaeta palpalis	9308	Eurychaeta palpalis		Calliphoridae	Diptera	1				necrophagous;saprophagous	saprophagous	open habitats	tall sward & scrub	base status >> base rich			Helicidae	Eurychaeta		palpalis		NBNSYS0000030294	NBNSYS0000030294	R	Taxon
Eurydema dominulus	2366	Eurydema (Rubrodorsalium) dominulus		Pentatomidae	Hemiptera	16	EN; NR	EN; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> damp			Cardamine pratensis, Lepidium didymum	Eurydema	Rubrodorsalium	dominulus		NBNSYS0000009904	NHMSYS0020309228	R	Taxon
